timestamp,base_distance_cm,distance_cm,height_cm,sample_count_raw,sample_count_filtered,raw_samples,filtered_samples,height_deadband_cm
2026-05-20 20:06:00,31.498,31.488,0.0,15,14,"[31.49, 31.491, 31.483, 31.478, 31.469, 31.491, 33.937, 31.467, 31.508, 31.451, 31.517, 31.445, 31.499, 31.496, 31.486]","[31.49, 31.491, 31.483, 31.478, 31.469, 31.491, 31.467, 31.508, 31.451, 31.517, 31.445, 31.499, 31.496, 31.486]",1.2
2026-05-20 20:06:01,31.498,31.492,0.0,15,14,"[31.467, 31.524, 31.554, 31.516, 31.483, 31.501, 30.695, 31.496, 31.531, 31.536, 31.473, 31.453, 31.481, 31.487, 31.459]","[31.467, 31.524, 31.554, 31.516, 31.483, 31.501, 31.496, 31.531, 31.536, 31.473, 31.453, 31.481, 31.487, 31.459]",1.2
2026-05-20 20:06:03,31.498,31.487,0.0,15,15,"[31.476, 31.464, 31.494, 31.438, 31.476, 31.513, 31.52, 31.494, 31.487, 31.451, 31.5, 31.472, 31.542, 31.491, 31.46]","[31.476, 31.464, 31.494, 31.438, 31.476, 31.513, 31.52, 31.494, 31.487, 31.451, 31.5, 31.472, 31.542, 31.491, 31.46]",1.2
2026-05-20 20:06:04,31.498,31.494,0.0,15,15,"[31.511, 31.518, 31.532, 31.494, 31.553, 31.539, 31.551, 31.474, 31.429, 31.452, 31.458, 31.493, 31.484, 31.467, 31.512]","[31.511, 31.518, 31.532, 31.494, 31.553, 31.539, 31.551, 31.474, 31.429, 31.452, 31.458, 31.493, 31.484, 31.467, 31.512]",1.2
2026-05-20 20:06:05,31.498,31.497,0.0,15,15,"[31.487, 31.459, 31.51, 31.487, 31.497, 31.533, 31.502, 31.511, 31.507, 31.452, 31.496, 31.521, 31.504, 31.447, 31.493]","[31.487, 31.459, 31.51, 31.487, 31.497, 31.533, 31.502, 31.511, 31.507, 31.452, 31.496, 31.521, 31.504, 31.447, 31.493]",1.2
2026-05-20 20:06:06,31.498,31.476,0.0,15,15,"[31.476, 31.525, 31.496, 31.497, 31.476, 31.476, 31.449, 31.428, 31.482, 31.45, 31.426, 31.488, 31.504, 31.493, 31.462]","[31.476, 31.525, 31.496, 31.497, 31.476, 31.476, 31.449, 31.428, 31.482, 31.45, 31.426, 31.488, 31.504, 31.493, 31.462]",1.2
2026-05-20 20:06:08,31.498,31.47,0.0,15,15,"[31.466, 31.449, 31.44, 31.502, 31.51, 31.504, 31.48, 31.534, 31.462, 31.457, 31.446, 31.449, 31.494, 31.47, 31.507]","[31.466, 31.449, 31.44, 31.502, 31.51, 31.504, 31.48, 31.534, 31.462, 31.457, 31.446, 31.449, 31.494, 31.47, 31.507]",1.2
2026-05-20 20:06:09,31.498,31.498,0.0,15,15,"[31.497, 31.53, 31.504, 31.441, 31.539, 31.542, 31.448, 31.482, 31.498, 31.495, 31.48, 31.506, 31.493, 31.509, 31.5]","[31.497, 31.53, 31.504, 31.441, 31.539, 31.542, 31.448, 31.482, 31.498, 31.495, 31.48, 31.506, 31.493, 31.509, 31.5]",1.2
2026-05-20 20:06:10,31.498,31.501,0.0,15,15,"[31.502, 31.559, 31.509, 31.479, 31.507, 31.515, 31.501, 31.436, 31.512, 31.497, 31.435, 31.47, 31.498, 31.439, 31.511]","[31.502, 31.559, 31.509, 31.479, 31.507, 31.515, 31.501, 31.436, 31.512, 31.497, 31.435, 31.47, 31.498, 31.439, 31.511]",1.2
2026-05-20 20:06:11,31.498,31.51,0.0,15,15,"[31.473, 31.502, 31.532, 31.549, 31.51, 31.549, 31.468, 31.549, 31.472, 31.519, 31.509, 31.504, 31.526, 31.509, 31.517]","[31.473, 31.502, 31.532, 31.549, 31.51, 31.549, 31.468, 31.549, 31.472, 31.519, 31.509, 31.504, 31.526, 31.509, 31.517]",1.2
2026-05-20 20:06:13,31.498,31.493,0.0,15,15,"[31.471, 31.493, 31.475, 31.498, 31.51, 31.495, 31.448, 31.5, 31.48, 31.505, 31.484, 31.476, 31.525, 31.454, 31.528]","[31.471, 31.493, 31.475, 31.498, 31.51, 31.495, 31.448, 31.5, 31.48, 31.505, 31.484, 31.476, 31.525, 31.454, 31.528]",1.2
2026-05-20 20:06:14,31.498,31.498,0.0,15,15,"[31.498, 31.503, 31.462, 31.51, 31.5, 31.555, 31.53, 31.506, 31.491, 31.473, 31.44, 31.45, 31.521, 31.487, 31.487]","[31.498, 31.503, 31.462, 31.51, 31.5, 31.555, 31.53, 31.506, 31.491, 31.473, 31.44, 31.45, 31.521, 31.487, 31.487]",1.2
2026-05-20 20:06:15,31.498,31.501,0.0,15,15,"[31.493, 31.512, 31.503, 31.447, 31.541, 31.48, 31.481, 31.47, 31.482, 31.507, 31.501, 31.448, 31.516, 31.501, 31.524]","[31.493, 31.512, 31.503, 31.447, 31.541, 31.48, 31.481, 31.47, 31.482, 31.507, 31.501, 31.448, 31.516, 31.501, 31.524]",1.2
2026-05-20 20:06:16,31.498,31.498,0.0,15,15,"[31.493, 31.474, 31.546, 31.498, 31.437, 31.547, 31.498, 31.444, 31.523, 31.504, 31.467, 31.507, 31.51, 31.443, 31.444]","[31.493, 31.474, 31.546, 31.498, 31.437, 31.547, 31.498, 31.444, 31.523, 31.504, 31.467, 31.507, 31.51, 31.443, 31.444]",1.2
2026-05-20 20:06:18,31.498,31.498,0.0,15,15,"[31.446, 31.5, 31.498, 31.516, 31.519, 31.514, 31.493, 31.477, 31.46, 31.495, 31.517, 31.505, 31.483, 31.492, 31.502]","[31.446, 31.5, 31.498, 31.516, 31.519, 31.514, 31.493, 31.477, 31.46, 31.495, 31.517, 31.505, 31.483, 31.492, 31.502]",1.2
2026-05-20 20:06:19,31.498,31.476,0.0,15,15,"[31.444, 31.471, 31.481, 31.476, 31.505, 31.491, 31.507, 31.52, 31.53, 31.459, 31.461, 31.472, 31.477, 31.449, 31.441]","[31.444, 31.471, 31.481, 31.476, 31.505, 31.491, 31.507, 31.52, 31.53, 31.459, 31.461, 31.472, 31.477, 31.449, 31.441]",1.2
2026-05-20 20:06:20,31.498,31.501,0.0,15,15,"[31.48, 31.501, 31.493, 31.466, 31.507, 31.539, 31.517, 31.523, 31.482, 31.519, 31.521, 31.456, 31.503, 31.439, 31.488]","[31.48, 31.501, 31.493, 31.466, 31.507, 31.539, 31.517, 31.523, 31.482, 31.519, 31.521, 31.456, 31.503, 31.439, 31.488]",1.2
2026-05-20 20:06:21,31.498,31.48,0.0,15,15,"[31.449, 31.516, 31.493, 31.48, 31.481, 31.475, 31.49, 31.48, 31.517, 31.466, 31.46, 31.485, 31.514, 31.474, 31.467]","[31.449, 31.516, 31.493, 31.48, 31.481, 31.475, 31.49, 31.48, 31.517, 31.466, 31.46, 31.485, 31.514, 31.474, 31.467]",1.2
2026-05-20 20:06:23,31.498,31.502,0.0,15,15,"[31.419, 31.507, 31.452, 31.447, 31.507, 31.478, 31.506, 31.533, 31.485, 31.531, 31.534, 31.502, 31.489, 31.461, 31.54]","[31.419, 31.507, 31.452, 31.447, 31.507, 31.478, 31.506, 31.533, 31.485, 31.531, 31.534, 31.502, 31.489, 31.461, 31.54]",1.2
2026-05-20 20:06:24,31.498,31.495,0.0,15,15,"[31.474, 31.536, 31.518, 31.501, 31.461, 31.521, 31.552, 31.487, 31.439, 31.457, 31.508, 31.436, 31.455, 31.524, 31.495]","[31.474, 31.536, 31.518, 31.501, 31.461, 31.521, 31.552, 31.487, 31.439, 31.457, 31.508, 31.436, 31.455, 31.524, 31.495]",1.2
2026-05-20 20:06:25,31.498,31.485,0.0,15,15,"[31.557, 31.482, 31.547, 31.487, 31.486, 31.443, 31.485, 31.49, 31.505, 31.459, 31.458, 31.465, 31.501, 31.451, 31.471]","[31.557, 31.482, 31.547, 31.487, 31.486, 31.443, 31.485, 31.49, 31.505, 31.459, 31.458, 31.465, 31.501, 31.451, 31.471]",1.2
2026-05-20 20:06:26,31.498,31.493,0.0,15,15,"[31.439, 31.495, 31.501, 31.467, 31.527, 31.493, 31.439, 31.474, 31.475, 31.519, 31.548, 31.507, 31.452, 31.548, 31.475]","[31.439, 31.495, 31.501, 31.467, 31.527, 31.493, 31.439, 31.474, 31.475, 31.519, 31.548, 31.507, 31.452, 31.548, 31.475]",1.2
2026-05-20 20:06:28,31.498,31.479,0.0,15,15,"[31.474, 31.468, 31.516, 31.547, 31.535, 31.475, 31.503, 31.473, 31.447, 31.489, 31.536, 31.479, 31.474, 31.447, 31.518]","[31.474, 31.468, 31.516, 31.547, 31.535, 31.475, 31.503, 31.473, 31.447, 31.489, 31.536, 31.479, 31.474, 31.447, 31.518]",1.2
2026-05-20 20:06:29,31.498,31.491,0.0,15,14,"[31.489, 31.473, 32.563, 31.466, 31.492, 31.499, 31.462, 31.49, 31.529, 31.481, 31.504, 31.495, 31.44, 31.511, 31.494]","[31.489, 31.473, 31.466, 31.492, 31.499, 31.462, 31.49, 31.529, 31.481, 31.504, 31.495, 31.44, 31.511, 31.494]",1.2
2026-05-20 20:06:30,31.498,31.5,0.0,15,15,"[31.456, 31.52, 31.456, 31.543, 31.484, 31.485, 31.441, 31.51, 31.518, 31.5, 31.534, 31.507, 31.436, 31.519, 31.487]","[31.456, 31.52, 31.456, 31.543, 31.484, 31.485, 31.441, 31.51, 31.518, 31.5, 31.534, 31.507, 31.436, 31.519, 31.487]",1.2
2026-05-20 20:06:31,31.498,31.495,0.0,15,15,"[31.453, 31.511, 31.5, 31.498, 31.495, 31.434, 31.496, 31.425, 31.511, 31.437, 31.48, 31.507, 31.522, 31.469, 31.488]","[31.453, 31.511, 31.5, 31.498, 31.495, 31.434, 31.496, 31.425, 31.511, 31.437, 31.48, 31.507, 31.522, 31.469, 31.488]",1.2
2026-05-20 20:06:32,31.498,31.486,0.0,15,15,"[31.493, 31.448, 31.504, 31.521, 31.458, 31.478, 31.536, 31.477, 31.45, 31.466, 31.504, 31.494, 31.486, 31.484, 31.54]","[31.493, 31.448, 31.504, 31.521, 31.458, 31.478, 31.536, 31.477, 31.45, 31.466, 31.504, 31.494, 31.486, 31.484, 31.54]",1.2
2026-05-20 20:06:34,31.498,31.498,0.0,15,15,"[31.486, 31.501, 31.511, 31.498, 31.527, 31.547, 31.472, 31.498, 31.469, 31.536, 31.476, 31.492, 31.499, 31.507, 31.463]","[31.486, 31.501, 31.511, 31.498, 31.527, 31.547, 31.472, 31.498, 31.469, 31.536, 31.476, 31.492, 31.499, 31.507, 31.463]",1.2
2026-05-20 20:06:35,31.498,31.51,0.0,15,15,"[31.476, 31.546, 31.51, 31.546, 31.563, 31.529, 31.5, 31.557, 31.499, 31.501, 31.51, 31.511, 31.503, 31.464, 31.498]","[31.476, 31.546, 31.51, 31.546, 31.563, 31.529, 31.5, 31.557, 31.499, 31.501, 31.51, 31.511, 31.503, 31.464, 31.498]",1.2
2026-05-20 20:06:36,31.498,31.493,0.0,15,15,"[31.492, 31.506, 31.493, 31.491, 31.491, 31.523, 31.543, 31.472, 31.49, 31.542, 31.486, 31.48, 31.493, 31.51, 31.511]","[31.492, 31.506, 31.493, 31.491, 31.491, 31.523, 31.543, 31.472, 31.49, 31.542, 31.486, 31.48, 31.493, 31.51, 31.511]",1.2
2026-05-20 20:06:37,31.498,31.482,0.0,15,15,"[31.508, 31.54, 31.482, 31.502, 31.482, 31.475, 31.478, 31.492, 31.494, 31.47, 31.429, 31.432, 31.471, 31.507, 31.429]","[31.508, 31.54, 31.482, 31.502, 31.482, 31.475, 31.478, 31.492, 31.494, 31.47, 31.429, 31.432, 31.471, 31.507, 31.429]",1.2
2026-05-20 20:06:39,31.498,31.484,0.0,15,15,"[31.536, 31.454, 31.474, 31.487, 31.527, 31.468, 31.484, 31.558, 31.441, 31.506, 31.484, 31.514, 31.49, 31.482, 31.432]","[31.536, 31.454, 31.474, 31.487, 31.527, 31.468, 31.484, 31.558, 31.441, 31.506, 31.484, 31.514, 31.49, 31.482, 31.432]",1.2
2026-05-20 20:06:40,31.498,31.495,0.0,15,15,"[31.506, 31.476, 31.503, 31.537, 31.481, 31.481, 31.547, 31.464, 31.495, 31.542, 31.533, 31.49, 31.458, 31.489, 31.526]","[31.506, 31.476, 31.503, 31.537, 31.481, 31.481, 31.547, 31.464, 31.495, 31.542, 31.533, 31.49, 31.458, 31.489, 31.526]",1.2
2026-05-20 20:06:41,31.498,31.499,0.0,15,14,"[31.515, 30.71, 31.45, 31.45, 31.493, 31.543, 31.51, 31.53, 31.529, 31.485, 31.506, 31.456, 31.434, 31.504, 31.443]","[31.515, 31.45, 31.45, 31.493, 31.543, 31.51, 31.53, 31.529, 31.485, 31.506, 31.456, 31.434, 31.504, 31.443]",1.2
2026-05-20 20:06:42,31.498,31.495,0.0,15,15,"[31.512, 31.438, 31.529, 31.496, 31.48, 31.495, 31.453, 31.462, 31.54, 31.476, 31.483, 31.5, 31.526, 31.527, 31.459]","[31.512, 31.438, 31.529, 31.496, 31.48, 31.495, 31.453, 31.462, 31.54, 31.476, 31.483, 31.5, 31.526, 31.527, 31.459]",1.2
2026-05-20 20:06:44,31.498,31.5,0.0,15,14,"[31.529, 31.516, 31.457, 31.499, 31.512, 31.5, 31.527, 31.555, 31.467, 31.479, 31.457, 31.5, 56.717, 31.449, 31.507]","[31.529, 31.516, 31.457, 31.499, 31.512, 31.5, 31.527, 31.555, 31.467, 31.479, 31.457, 31.5, 31.449, 31.507]",1.2
2026-05-20 20:06:45,31.498,31.475,0.0,15,15,"[31.471, 31.477, 31.468, 31.456, 31.466, 31.475, 31.49, 31.481, 31.492, 31.472, 31.488, 31.454, 31.556, 31.504, 31.467]","[31.471, 31.477, 31.468, 31.456, 31.466, 31.475, 31.49, 31.481, 31.492, 31.472, 31.488, 31.454, 31.556, 31.504, 31.467]",1.2
2026-05-20 20:06:46,31.498,31.484,0.0,15,15,"[31.5, 31.432, 31.49, 31.567, 31.449, 31.514, 31.538, 31.475, 31.457, 31.484, 31.484, 31.465, 31.453, 31.473, 31.5]","[31.5, 31.432, 31.49, 31.567, 31.449, 31.514, 31.538, 31.475, 31.457, 31.484, 31.484, 31.465, 31.453, 31.473, 31.5]",1.2
2026-05-20 20:06:47,31.498,31.493,0.0,15,15,"[31.461, 31.493, 31.487, 31.506, 31.459, 31.49, 31.486, 31.539, 31.498, 31.462, 31.501, 31.519, 31.499, 31.497, 31.34]","[31.461, 31.493, 31.487, 31.506, 31.459, 31.49, 31.486, 31.539, 31.498, 31.462, 31.501, 31.519, 31.499, 31.497, 31.34]",1.2
2026-05-20 20:06:49,31.498,35.938,0.0,15,12,"[36.419, 37.559, 35.949, 34.568, 35.938, 35.886, 35.939, 22.975, 19.147, 36.452, 33.808, 35.163, 36.479, 34.673, 33.309]","[36.419, 37.559, 35.949, 34.568, 35.938, 35.886, 35.939, 36.452, 33.808, 35.163, 36.479, 34.673]",1.2
2026-05-20 20:06:50,31.498,26.187,5.311,15,14,"[26.196, 26.155, 26.219, 26.201, 26.113, 26.184, 26.205, 26.191, 26.133, 26.193, 26.157, 26.155, 26.191, 25.318, 26.183]","[26.196, 26.155, 26.219, 26.201, 26.113, 26.184, 26.205, 26.191, 26.133, 26.193, 26.157, 26.155, 26.191, 26.183]",1.2
2026-05-20 20:06:51,31.498,26.166,5.332,15,13,"[26.166, 25.362, 26.211, 25.381, 26.172, 26.121, 26.174, 26.125, 26.142, 26.195, 26.194, 26.193, 26.152, 26.131, 26.153]","[26.166, 26.211, 26.172, 26.121, 26.174, 26.125, 26.142, 26.195, 26.194, 26.193, 26.152, 26.131, 26.153]",1.2
2026-05-20 20:06:52,31.498,26.173,5.326,15,15,"[26.153, 26.168, 26.15, 26.17, 26.189, 26.149, 26.197, 26.212, 26.162, 26.124, 26.186, 26.2, 26.18, 26.173, 26.201]","[26.153, 26.168, 26.15, 26.17, 26.189, 26.149, 26.197, 26.212, 26.162, 26.124, 26.186, 26.2, 26.18, 26.173, 26.201]",1.2
2026-05-20 20:06:54,31.498,26.182,5.316,15,14,"[26.168, 26.155, 26.153, 28.612, 26.225, 26.234, 26.199, 26.102, 26.114, 26.2, 26.18, 26.155, 26.185, 26.184, 26.238]","[26.168, 26.155, 26.153, 26.225, 26.234, 26.199, 26.102, 26.114, 26.2, 26.18, 26.155, 26.185, 26.184, 26.238]",1.2
2026-05-20 20:06:55,31.498,26.185,5.313,15,13,"[9.432, 25.244, 25.964, 26.21, 26.216, 26.188, 26.321, 26.194, 26.183, 26.185, 26.204, 26.185, 26.155, 26.175, 26.139]","[25.964, 26.21, 26.216, 26.188, 26.321, 26.194, 26.183, 26.185, 26.204, 26.185, 26.155, 26.175, 26.139]",1.2
2026-05-20 20:06:56,31.498,26.181,5.317,15,15,"[26.187, 26.2, 26.187, 26.177, 26.151, 26.205, 26.132, 26.187, 26.168, 26.157, 26.227, 26.127, 26.193, 26.171, 26.181]","[26.187, 26.2, 26.187, 26.177, 26.151, 26.205, 26.132, 26.187, 26.168, 26.157, 26.227, 26.127, 26.193, 26.171, 26.181]",1.2
2026-05-20 20:06:57,31.498,26.181,5.317,15,15,"[26.183, 26.225, 26.181, 26.226, 26.184, 26.145, 26.161, 26.131, 26.199, 26.183, 26.218, 26.177, 26.152, 26.113, 26.15]","[26.183, 26.225, 26.181, 26.226, 26.184, 26.145, 26.161, 26.131, 26.199, 26.183, 26.218, 26.177, 26.152, 26.113, 26.15]",1.2
2026-05-20 20:06:58,31.498,26.195,5.303,15,10,"[26.208, 26.213, 25.36, 26.143, 26.188, 25.302, 25.359, 25.269, 25.346, 26.212, 26.173, 26.17, 26.149, 26.209, 26.203]","[26.208, 26.213, 26.143, 26.188, 26.212, 26.173, 26.17, 26.149, 26.209, 26.203]",1.2
2026-05-20 20:07:00,31.498,26.189,5.309,15,15,"[26.127, 26.122, 26.216, 26.225, 26.2, 26.2, 26.189, 26.226, 26.135, 26.18, 26.212, 26.173, 26.174, 26.137, 26.235]","[26.127, 26.122, 26.216, 26.225, 26.2, 26.2, 26.189, 26.226, 26.135, 26.18, 26.212, 26.173, 26.174, 26.137, 26.235]",1.2
2026-05-20 20:07:01,31.498,26.168,5.33,15,15,"[26.177, 26.148, 26.197, 26.203, 26.122, 26.172, 26.168, 26.191, 26.176, 26.128, 26.168, 26.188, 26.108, 26.154, 26.143]","[26.177, 26.148, 26.197, 26.203, 26.122, 26.172, 26.168, 26.191, 26.176, 26.128, 26.168, 26.188, 26.108, 26.154, 26.143]",1.2
2026-05-20 20:07:02,31.498,26.175,5.323,15,15,"[26.202, 26.187, 26.145, 26.131, 26.197, 26.168, 26.165, 26.154, 26.175, 26.156, 26.206, 26.156, 26.188, 26.194, 26.208]","[26.202, 26.187, 26.145, 26.131, 26.197, 26.168, 26.165, 26.154, 26.175, 26.156, 26.206, 26.156, 26.188, 26.194, 26.208]",1.2
2026-05-20 20:07:03,31.498,26.184,5.314,15,15,"[26.165, 26.197, 26.167, 26.472, 26.226, 26.184, 26.117, 26.196, 26.162, 26.199, 26.163, 26.132, 26.191, 26.169, 26.21]","[26.165, 26.197, 26.167, 26.472, 26.226, 26.184, 26.117, 26.196, 26.162, 26.199, 26.163, 26.132, 26.191, 26.169, 26.21]",1.2
2026-05-20 20:07:05,31.498,26.193,5.305,15,15,"[26.142, 26.119, 26.143, 26.24, 26.221, 26.146, 26.235, 26.217, 26.193, 26.196, 26.174, 26.237, 26.199, 26.123, 26.183]","[26.142, 26.119, 26.143, 26.24, 26.221, 26.146, 26.235, 26.217, 26.193, 26.196, 26.174, 26.237, 26.199, 26.123, 26.183]",1.2
2026-05-20 20:07:06,31.498,26.179,5.319,15,15,"[26.222, 26.162, 26.159, 26.159, 26.213, 26.2, 26.17, 26.18, 26.194, 26.15, 26.2, 26.179, 26.199, 26.173, 26.108]","[26.222, 26.162, 26.159, 26.159, 26.213, 26.2, 26.17, 26.18, 26.194, 26.15, 26.2, 26.179, 26.199, 26.173, 26.108]",1.2
2026-05-20 20:07:07,31.498,26.177,5.321,15,15,"[26.141, 26.197, 26.211, 26.12, 26.213, 26.156, 26.202, 26.208, 26.193, 26.163, 26.199, 26.169, 26.1, 26.177, 26.143]","[26.141, 26.197, 26.211, 26.12, 26.213, 26.156, 26.202, 26.208, 26.193, 26.163, 26.199, 26.169, 26.1, 26.177, 26.143]",1.2
2026-05-20 20:07:08,31.498,26.16,5.338,15,15,"[26.139, 26.156, 26.192, 26.126, 26.167, 26.172, 26.166, 26.133, 26.178, 26.16, 26.204, 26.129, 26.158, 26.152, 26.233]","[26.139, 26.156, 26.192, 26.126, 26.167, 26.172, 26.166, 26.133, 26.178, 26.16, 26.204, 26.129, 26.158, 26.152, 26.233]",1.2
2026-05-20 20:07:10,31.498,26.205,5.293,15,8,"[26.176, 26.225, 26.161, 26.205, 26.15, 26.242, 26.204, 26.207, 25.286, 15.555, 30.486, 33.779, 33.858, 21.428, 24.72]","[26.176, 26.225, 26.161, 26.205, 26.15, 26.242, 26.204, 26.207]",1.2
2026-05-20 20:07:11,31.498,31.481,0.0,15,8,"[31.544, 31.443, 31.469, 31.476, 31.452, 31.491, 31.5, 30.72, 31.485, 21.743, 21.409, 23.544, 23.261, 35.897, 35.938]","[31.544, 31.443, 31.469, 31.476, 31.452, 31.491, 31.5, 31.485]",1.2
2026-05-20 20:07:12,31.498,26.451,5.047,15,13,"[23.549, 29.91, 26.424, 26.442, 26.463, 26.453, 26.434, 26.425, 26.47, 26.451, 26.523, 26.474, 26.431, 26.419, 26.472]","[26.424, 26.442, 26.463, 26.453, 26.434, 26.425, 26.47, 26.451, 26.523, 26.474, 26.431, 26.419, 26.472]",1.2
